0	<PAD>	0
1	<UNK>	3.2643574601993216e-06
2	蒋	1.3057429840797286e-05
3	一小	1.6321787300996608e-05
4	老虎	9.793072380597964e-06
5	战甲	9.793072380597964e-06
6	王金玉	1.3057429840797286e-05
7	台地	9.793072380597964e-06
8	阐释	9.793072380597964e-06
9	种出	9.793072380597964e-06
10	聊天	2.2850502221395252e-05
11	绿灯	9.793072380597964e-06
12	论本	9.793072380597964e-06
13	神韵	9.793072380597964e-06
14	泥沙	9.793072380597964e-06
15	书本知识	1.6321787300996608e-05
16	民主测评	1.6321787300996608e-05
17	批离	9.793072380597964e-06
18	意见	0.00012730994094777354
19	牺牲	2.2850502221395252e-05
20	远超	9.793072380597964e-06
21	互补	2.2850502221395252e-05
22	尼克	9.793072380597964e-06
23	专业培训	1.6321787300996608e-05
24	毛里求斯	1.6321787300996608e-05
25	本世纪	3.2643574601993216e-05
26	宴会	1.6321787300996608e-05
27	系统性	1.3057429840797286e-05
28	民工	9.793072380597964e-06
29	假酒	9.793072380597964e-06
30	天然	9.793072380597964e-06
31	90.2	1.6321787300996608e-05
32	会员国	1.3057429840797286e-05
33	最新	3.590793206219254e-05
34	提供	8.160893650498304e-05
35	特在	9.793072380597964e-06
36	远劣	9.793072380597964e-06
37	华侨	9.793072380597964e-06
38	吉祥如	1.3057429840797286e-05
39	路子	2.9379217141793896e-05
40	下淀	9.793072380597964e-06
41	武	9.793072380597964e-06
42	十七	2.2850502221395252e-05
43	四十多年	1.6321787300996608e-05
44	河南省	1.3057429840797286e-05
45	孟加拉国	2.9379217141793896e-05
46	修改	4.2436646982591184e-05
47	国际友人	1.6321787300996608e-05
48	平凡	9.793072380597964e-06
49	工程建设	2.9379217141793896e-05
50	千瓦	1.6321787300996608e-05
51	原材	9.793072380597964e-06
52	企业职工	1.6321787300996608e-05
53	除孔	9.793072380597964e-06
54	深受	9.793072380597964e-06
55	特劳斯	1.3057429840797286e-05
56	三只	1.6321787300996608e-05
57	影视	9.793072380597964e-06
58	》、	9.793072380597964e-06
59	处处	9.793072380597964e-06
60	方针	3.590793206219254e-05
61	首家	1.6321787300996608e-05
62	此	2.9379217141793896e-05
63	创建	2.9379217141793896e-05
64	几秒	9.793072380597964e-06
65	摆开	9.793072380597964e-06
66	望安	1.6321787300996608e-05
67	全队	1.6321787300996608e-05
68	计委	9.793072380597964e-06
69	自我	2.9379217141793896e-05
70	评估	9.793072380597964e-06
71	一律	3.590793206219254e-05
72	实力	4.2436646982591184e-05
73	情感	4.2436646982591184e-05
74	提款机	1.3057429840797286e-05
75	组织者	1.3057429840797286e-05
76	报修	9.793072380597964e-06
77	都市	9.793072380597964e-06
78	斯城	9.793072380597964e-06
79	狮	6.528714920398643e-06
80	明察暗访	1.6321787300996608e-05
81	巴布	9.793072380597964e-06
82	年报	2.2850502221395252e-05
83	双方	8.160893650498304e-05
84	十五大	5.2229719363189145e-05
85	狂奔	9.793072380597964e-06
86	竞争力	4.2436646982591184e-05
87	原告	9.793072380597964e-06
88	关系网	1.3057429840797286e-05
89	技术奖	1.3057429840797286e-05
90	全程	9.793072380597964e-06
91	货真价实	1.6321787300996608e-05
92	国代	2.9379217141793896e-05
93	将领	9.793072380597964e-06
94	天上	2.9379217141793896e-05
95	外交大臣	1.6321787300996608e-05
96	樟树市	1.3057429840797286e-05
97	单打	1.6321787300996608e-05
98	李延声	2.2850502221395252e-05
99	国外市场	1.6321787300996608e-05
100	份额	9.793072380597964e-06
101	长官	9.793072380597964e-06
102	下游	9.793072380597964e-06
103	少儿读物	1.6321787300996608e-05
104	雷雨大风	1.6321787300996608e-05
105	民和	9.793072380597964e-06
106	众多	2.2850502221395252e-05
107	逐渐	1.6321787300996608e-05
108	大会堂	4.2436646982591184e-05
109	厅里	9.793072380597964e-06
110	云石	9.793072380597964e-06
111	一群	9.793072380597964e-06
112	真诚	1.6321787300996608e-05
113	初春	9.793072380597964e-06
114	托马	1.6321787300996608e-05
115	泡	6.528714920398643e-06
116	水利	3.590793206219254e-05
117	水土	9.793072380597964e-06
118	产量	4.2436646982591184e-05
119	过往	9.793072380597964e-06
120	严重困难	1.6321787300996608e-05
121	环境	0.0001338386558681722
122	标题	9.793072380597964e-06
123	12030	1.958614476119593e-05
124	发出	3.590793206219254e-05
125	油	1.3057429840797286e-05
126	二十三	3.2643574601993216e-05
127	一片	4.2436646982591184e-05
128	此行	1.6321787300996608e-05
129	不准	1.6321787300996608e-05
130	把关	9.793072380597964e-06
131	数十	9.793072380597964e-06
132	如梦如幻	1.6321787300996608e-05
133	筹集	2.2850502221395252e-05
134	百姓	2.2850502221395252e-05
135	满怀信心	1.6321787300996608e-05
136	侄女	9.793072380597964e-06
137	勘探队	1.3057429840797286e-05
138	广州	4.2436646982591184e-05
139	作出	6.20227917437871e-05
140	带来	4.2436646982591184e-05
141	鬼鲁智胜	1.6321787300996608e-05
142	端倪	9.793072380597964e-06
143	书生	9.793072380597964e-06
144	沉重	9.793072380597964e-06
145	主管人员	1.6321787300996608e-05
146	萨达姆	1.3057429840797286e-05
147	满意	6.20227917437871e-05
148	办事	4.2436646982591184e-05
149	一贯	1.6321787300996608e-05
150	乒乓球	2.2850502221395252e-05
151	柯尔克孜	1.6321787300996608e-05
152	商业	2.2850502221395252e-05
153	书法	9.793072380597964e-06
154	安理会	4.2436646982591184e-05
155	穴位	9.793072380597964e-06
156	进退	9.793072380597964e-06
157	小城镇	1.3057429840797286e-05
158	面临	2.9379217141793896e-05
159	忘	9.793072380597964e-06
160	台山	1.6321787300996608e-05
161	吹	1.6321787300996608e-05
162	侵犯	9.793072380597964e-06
163	扛	6.528714920398643e-06
164	家长	9.793072380597964e-06
165	开放政策	1.6321787300996608e-05
166	事前	9.793072380597964e-06
167	燃眉之急	1.6321787300996608e-05
168	孩子	0.00010119508126617898
169	伤痕	9.793072380597964e-06
170	受益	1.6321787300996608e-05
171	大赛	9.793072380597964e-06
172	求异	9.793072380597964e-06
173	落水	9.793072380597964e-06
174	身	9.793072380597964e-06
175	区政	2.9379217141793896e-05
176	时任	9.793072380597964e-06
177	设成	9.793072380597964e-06
178	蜂拥	9.793072380597964e-06
179	波澜	9.793072380597964e-06
180	谈起	1.6321787300996608e-05
181	回访	9.793072380597964e-06
182	卫生	6.20227917437871e-05
183	共和	3.590793206219254e-05
184	递	6.528714920398643e-06
185	科特迪瓦	2.9379217141793896e-05
186	创办	1.6321787300996608e-05
187	防护林	2.2850502221395252e-05
188	葡萄	9.793072380597964e-06
189	驻华	9.793072380597964e-06
190	30多	4.2436646982591184e-05
191	门止	9.793072380597964e-06
192	扫墓	9.793072380597964e-06
193	抓获	9.793072380597964e-06
194	经验教训	2.9379217141793896e-05
195	天地	2.2850502221395252e-05
196	攻坚	2.2850502221395252e-05
197	木	6.528714920398643e-06
198	纳兹雷特阿德姆	2.6114859681594572e-05
199	副代表	2.2850502221395252e-05
200	西医	9.793072380597964e-06
201	华大	9.793072380597964e-06
202	杨明方	1.3057429840797286e-05
203	思孝	9.793072380597964e-06
204	品种	2.2850502221395252e-05
205	四出	9.793072380597964e-06
206	不该	9.793072380597964e-06
207	一所	9.793072380597964e-06
208	发愁	9.793072380597964e-06
209	不知	2.9379217141793896e-05
210	日本国	1.3057429840797286e-05
211	家中	9.793072380597964e-06
212	请柬	9.793072380597964e-06
213	民心工程	1.6321787300996608e-05
214	变	1.6321787300996608e-05
215	海虹	9.793072380597964e-06
216	仓库	9.793072380597964e-06
217	丁	6.528714920398643e-06
218	十四届	1.3057429840797286e-05
219	军事力量	1.6321787300996608e-05
220	张	0.00010772379618657762
221	虞	6.528714920398643e-06
222	一天	5.5494076823388465e-05
223	七级	9.793072380597964e-06
224	抨击	9.793072380597964e-06
225	铺轨	9.793072380597964e-06
226	产品产量	1.6321787300996608e-05
227	论证	2.2850502221395252e-05
228	一步	0.00019912580507215863
229	香港特区	2.9379217141793896e-05
230	会晤	2.9379217141793896e-05
231	十六	1.6321787300996608e-05
232	赢得	2.9379217141793896e-05
233	保卫	9.793072380597964e-06
234	农技	9.793072380597964e-06
235	自尊	9.793072380597964e-06
236	改革	0.0002513555244353478
237	据说	9.793072380597964e-06
238	小食	9.793072380597964e-06
239	转口	9.793072380597964e-06
240	安葬	9.793072380597964e-06
241	上都	9.793072380597964e-06
242	倡导	9.793072380597964e-06
243	奥地利	4.2436646982591184e-05
244	维生	9.793072380597964e-06
245	签订	9.793072380597964e-06
246	定都	9.793072380597964e-06
247	约翰	9.793072380597964e-06
248	笑	1.3057429840797286e-05
249	思考	9.793072380597964e-06
250	7493万	1.958614476119593e-05
251	30	8.160893650498304e-05
252	切除	9.793072380597964e-06
253	欢乐	9.793072380597964e-06
254	竟	1.3057429840797286e-05
255	坤	1.6321787300996608e-05
256	参赛权	1.3057429840797286e-05
257	四五	9.793072380597964e-06
258	下午	2.9379217141793896e-05
259	很多年	1.3057429840797286e-05
260	通过	0.00026441295427614503
261	价值观念	1.6321787300996608e-05
262	空间	5.5494076823388465e-05
263	术家	9.793072380597964e-06
264	底	1.6321787300996608e-05
265	新党	9.793072380597964e-06
266	伊克昭盟	1.6321787300996608e-05
267	达坂	9.793072380597964e-06
268	触到	9.793072380597964e-06
269	专电	9.793072380597964e-06
270	极差	9.793072380597964e-06
271	专程	9.793072380597964e-06
272	韩国	4.8965361902989825e-05
273	欣喜	9.793072380597964e-06
274	灯火	9.793072380597964e-06
275	大关	9.793072380597964e-06
276	仲裁	9.793072380597964e-06
277	俄罗斯	9.140200888558101e-05
278	各业	9.793072380597964e-06
279	再一	1.6321787300996608e-05
280	大限	9.793072380597964e-06
281	想到	2.9379217141793896e-05
282	新途径	1.3057429840797286e-05
283	收回	9.793072380597964e-06
284	浦	9.793072380597964e-06
285	卫	9.793072380597964e-06
286	面	9.793072380597964e-06
287	青少	4.8965361902989825e-05
288	代价	9.793072380597964e-06
289	法院	2.2850502221395252e-05
290	1238	1.6321787300996608e-05
291	写出	1.6321787300996608e-05
292	邮电部门	1.6321787300996608e-05
293	路段	9.793072380597964e-06
294	税	6.528714920398643e-06
295	出去	1.6321787300996608e-05
296	联合作战	1.6321787300996608e-05
297	万辆	9.793072380597964e-06
298	拍摄	1.6321787300996608e-05
299	现经	9.793072380597964e-06
300	钢	1.3057429840797286e-05
301	喜滋滋	1.3057429840797286e-05
302	剧中人	2.2850502221395252e-05
303	馨	6.528714920398643e-06
304	马迹	9.793072380597964e-06
305	67	9.793072380597964e-06
306	健身	9.793072380597964e-06
307	苏维埃	1.3057429840797286e-05
308	人民代表大会	6.20227917437871e-05
309	强大	4.2436646982591184e-05
310	强迫	9.793072380597964e-06
311	一封	1.6321787300996608e-05
312	经费不足	1.6321787300996608e-05
313	民众	9.793072380597964e-06
314	女篮	2.2850502221395252e-05
315	合	1.3057429840797286e-05
316	储量	9.793072380597964e-06
317	分排	9.793072380597964e-06
318	诸如	9.793072380597964e-06
319	越来	3.590793206219254e-05
320	并未	9.793072380597964e-06
321	能成	9.793072380597964e-06
322	叶茂	1.6321787300996608e-05
323	)、	9.793072380597964e-06
324	美好	2.9379217141793896e-05
325	写信给	2.2850502221395252e-05
326	国发	9.793072380597964e-06
327	推三托四	1.6321787300996608e-05
328	虚构	9.793072380597964e-06
329	转增	9.793072380597964e-06
330	尼克松	1.3057429840797286e-05
331	母女俩	3.2643574601993216e-05
332	穆	6.528714920398643e-06
333	免职	9.793072380597964e-06
334	册子	9.793072380597964e-06
335	多元	1.6321787300996608e-05
336	增长率	1.3057429840797286e-05
337	桑	9.793072380597964e-06
338	审议	1.6321787300996608e-05
339	上百	1.6321787300996608e-05
340	中统	9.793072380597964e-06
341	诚然	9.793072380597964e-06
342	统计	6.855150666418576e-05
343	民选	9.793072380597964e-06
344	违禁	9.793072380597964e-06
345	瑞士	9.793072380597964e-06
346	警灯	9.793072380597964e-06
347	两	0.00027420602665674304
348	交通费	1.3057429840797286e-05
349	一旁	9.793072380597964e-06
350	热腾腾	1.3057429840797286e-05
351	凝聚	2.2850502221395252e-05
352	英雄	2.2850502221395252e-05
353	转型	9.793072380597964e-06
354	200	7.181586412438507e-05
355	琪	6.528714920398643e-06
356	消防队	1.3057429840797286e-05
357	外埠	9.793072380597964e-06
358	风	1.6321787300996608e-05
359	枢纽	9.793072380597964e-06
360	驾照	9.793072380597964e-06
361	107	1.3057429840797286e-05
362	测量	9.793072380597964e-06
363	法案	9.793072380597964e-06
364	农村信用	1.6321787300996608e-05
365	接着	2.2850502221395252e-05
366	撤职处分	1.6321787300996608e-05
367	1283.68万	2.9379217141793896e-05
368	算是	1.6321787300996608e-05
369	恰恰相反	1.6321787300996608e-05
370	裴	6.528714920398643e-06
371	韩	1.3057429840797286e-05
372	运载	9.793072380597964e-06
373	住宅区	1.3057429840797286e-05
374	引进外资	1.6321787300996608e-05
375	名次	9.793072380597964e-06
376	哪些	1.6321787300996608e-05
377	偶	6.528714920398643e-06
378	莫	9.793072380597964e-06
379	大会	0.00012730994094777354
380	家私	9.793072380597964e-06
381	青石	9.793072380597964e-06
382	截至	2.2850502221395252e-05
383	0.10.0	2.2850502221395252e-05
384	不仅	0.0001207812260273749
385	嫌疑	2.9379217141793896e-05
386	水箱	9.793072380597964e-06
387	地位	4.2436646982591184e-05
388	赵宏博	1.3057429840797286e-05
389	长征	9.793072380597964e-06
390	力作	9.793072380597964e-06
391	巴尔	4.2436646982591184e-05
392	激烈	3.590793206219254e-05
393	短	6.528714920398643e-06
394	方针政策	1.6321787300996608e-05
395	定期	9.793072380597964e-06
396	蛇	6.528714920398643e-06
397	五花八门	1.6321787300996608e-05
398	大力发展	4.2436646982591184e-05
399	态度	2.9379217141793896e-05
400	增加值	3.2643574601993216e-05
401	沙漠	9.793072380597964e-06
402	基金组织	1.6321787300996608e-05
403	恩宇	9.793072380597964e-06
404	里程	1.6321787300996608e-05
405	解决问题	5.5494076823388465e-05
406	上月末	1.3057429840797286e-05
407	出口	3.590793206219254e-05
408	新一届	1.3057429840797286e-05
409	人民满意	2.9379217141793896e-05
410	集中力	1.3057429840797286e-05
411	刑事责任	1.6321787300996608e-05
412	本省	9.793072380597964e-06
413	为民	2.2850502221395252e-05
414	思想史	1.3057429840797286e-05
415	履行	2.9379217141793896e-05
416	魁梧	9.793072380597964e-06
417	公民权	1.3057429840797286e-05
418	雪山	9.793072380597964e-06
419	毕竟	9.793072380597964e-06
420	坦	6.528714920398643e-06
421	储蓄银行	1.6321787300996608e-05
422	尼亚胡	2.2850502221395252e-05
423	书记	7.50802215845844e-05
424	99	9.793072380597964e-06
425	贝尔格	1.3057429840797286e-05
426	族人	2.9379217141793896e-05
427	出于	2.2850502221395252e-05
428	孝	6.528714920398643e-06
429	107%	1.6321787300996608e-05
430	每百	9.793072380597964e-06
431	喜作	9.793072380597964e-06
432	过人	1.6321787300996608e-05
433	追逐	9.793072380597964e-06
434	交融	1.6321787300996608e-05
435	连声	9.793072380597964e-06
436	促	9.793072380597964e-06
437	延长	3.590793206219254e-05
438	改革方案	1.6321787300996608e-05
439	对外贸易	4.2436646982591184e-05
440	差	2.9379217141793896e-05
